Price,Baths,Land size,Beds,House size,Seller_type,town,district
23500000,3,7,5,3250,Premium-Member,Piliyandala,Colombo
12000000,1,6.5,3,12000,Member,Piliyandala,Colombo
22000000,2,15.4,4,3000,Premium-Member,Boralesgamuwa,Colombo
22000000,2,15.4,4,3000,Premium-Member,Piliyandala,Colombo
36000000,4,8.5,5,2900,Premium-Member,Piliyandala,Colombo
3750000,3,13.5,3,2000,Member,Kalmunai,Ampara
56000000,3,18.5,4,4000,Premium-Member,Piliyandala,Colombo
55920000,2,48,5,5000,Member,Kiribathgoda,Gampaha
63000000,3,14,5,2000,Premium-Member,Battaramulla,Colombo
9900000,1,10,3,1425,Premium-Member,Negombo,Gampaha
18500000,3,8,3,1632,Premium-Member,Piliyandala,Colombo
14000000,2,10,3,1453,Premium-Member,Piliyandala,Colombo
25500000,4,6.5,4,2530,Premium-Member,Piliyandala,Colombo
22000000,2,12.5,4,3450,Premium-Member,Kadawatha,Gampaha
120000000,6,16.1,6,6200,Premium-Member,Talawatugoda,Colombo
45000000,3,10,4,2000,Premium-Member,Boralesgamuwa,Colombo
52000000,5,15,5,4000,Premium-Member,Maharagama,Colombo
76000000,5,19.5,5,9000,Premium-Member,Mount Lavinia,Colombo
44000000,4,7.7,4,3500,Premium-Member,Talawatugoda,Colombo
30000000,4,16,7,2340,Premium-Member,Kottawa,Colombo
56000000,3,6.06,5,3800,Premium-Member,Rajagiriya,Colombo
38000000,2,12.85,4,2800,Premium-Member,Athurugiriya,Colombo
67500000,7,17.5,5,2800,Premium-Member,Pannipitiya,Colombo
7500000,1,10,2,500,Member,Seeduwa,Gampaha
27000000,4,20,4,3000,Premium-Member,Malabe,Colombo
73000000,8,5.4,9,1700,Premium-Member,Mount Lavinia,Colombo
39500000,3,10,4,2800,Premium-Member,Nugegoda,Colombo
60000000,4,10,6,3500,Premium-Member,Kohuwala,Colombo
11000000,2,10,3,1400,Premium-Member,Homagama,Colombo
4350000,1,10,3,1500,Member,Ratnapura City,Ratnapura
45000000,4,10,5,3000,Premium-Member,Kotte,Colombo
29000000,3,6.5,4,2300,Member,Kadawatha,Gampaha
48000000,1,22.5,3,1750,Premium-Member,Kottawa,Colombo
6500000,1,12,4,2500,Member,Welimada,Badulla
80000000,8,5.5,8,5990,Premium-Member,Nawala,Colombo
18000000,1,6,2,1200,Premium-Member,Ratmalana,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
15000000,1,10.5,2,1450,Premium-Member,Negombo,Gampaha
22500000,3,6.3,4,2200,Premium-Member,Malabe,Colombo
17500000,3,10,5,2500,Premium-Member,Kottawa,Colombo
28500000,2,12,4,2500,Premium-Member,Wattala,Gampaha
13500000,2,6.8,8,1500,Member,Kelaniya,Gampaha
29000000,4,10.5,4,2600,Premium-Member,Athurugiriya,Colombo
19000000,3,10,4,2200,Member,Kesbewa,Colombo
28000000,4,10,4,2800,Premium-Member,Athurugiriya,Colombo
20000000,2,4.5,4,2000,Premium-Member,Boralesgamuwa,Colombo
94800000,4,31.6,8,8000,Premium-Member,Moratuwa,Colombo
53000000,4,16,4,3000,Premium-Member,Talawatugoda,Colombo
23000000,2,10,3,1200,Premium-Member,Boralesgamuwa,Colombo
47500000,4,10,6,3000,Premium-Member,Nugegoda,Colombo
47000000,4,11.7,5,3050,Premium-Member,Battaramulla,Colombo
75000000,4,9.15,5,3000,Premium-Member,Battaramulla,Colombo
60000000,4,15,4,3000,Premium-Member,Talawatugoda,Colombo
6500000,5,80,5,21780,Premium-Member,Nittambuwa,Gampaha
17500000,3,10,5,2500,Premium-Member,Kottawa,Colombo
25000000,4,11,4,4300,Premium-Member,Kaduwela,Colombo
33000000,3,8,4,2900,Premium-Member,Kottawa,Colombo
33500000,5,16,6,3600,Premium-Member,Kottawa,Colombo
15000000,1,12,3,1461,Premium-Member,Karapitiya,Galle
26500000,3,9.15,5,1800,Premium-Member,Maharagama,Colombo
23000000,4,7,4,2600,Premium-Member,Malabe,Colombo
29500000,4,13,6,3800,Premium-Member,Kottawa,Colombo
17500000,4,7.5,4,1800,Premium-Member,Kottawa,Colombo
36000000,4,10,4,3000,Premium-Member,Malabe,Colombo
320000000,3,19,3,4440,Premium-Member,Colombo 7,Colombo
33500000,5,16,6,3600,Premium-Member,Kottawa,Colombo
52500000,4,8,6,4000,Premium-Member,Colombo 5,Colombo
17000000,2,11,3,1550,Premium-Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
120000000,9,47,10,3866,Premium-Member,Matara City,Matara
6000000,3,3,4,817,Member,Colombo 15,Colombo
41000000,2,9.6,6,2200,Premium-Member,Maharagama,Colombo
49500000,4,10,5,2524,Premium-Member,Maharagama,Colombo
16000000,2,17,4,2000,Premium-Member,Godagama,Colombo
23500000,4,6.2,4,2500,Premium-Member,Malabe,Colombo
21000000,4,6,4,2005,Premium-Member,Athurugiriya,Colombo
22000000,4,6,5,2067,Premium-Member,Athurugiriya,Colombo
190000000,3,30,5,4000,Member,Colombo 6,Colombo
25500000,4,6.2,4,2500,Premium-Member,Piliyandala,Colombo
17500000,3,10,3,1500,Premium-Member,Piliyandala,Colombo
18000000,2,7,3,2000,Premium-Member,Kiribathgoda,Gampaha
64000000,7,17.5,5,2800,Premium-Member,Talawatugoda,Colombo
40000000,5,11,5,3500,Premium-Member,Talawatugoda,Colombo
14000000,2,10,3,1500,Premium-Member,Piliyandala,Colombo
14000000,3,8,3,1500,Premium-Member,Piliyandala,Colombo
14200000,2,7.86,3,1100,Premium-Member,Malabe,Colombo
16500000,3,7.5,3,1250,Premium-Member,Malabe,Colombo
14000000,3,10,3,1524,Premium-Member,Piliyandala,Colombo
34000000,4,16,5,3412,Premium-Member,Kottawa,Colombo
14000000,3,8,3,1542,Premium-Member,Piliyandala,Colombo
18500000,3,7.5,3,1500,Premium-Member,Malabe,Colombo
19000000,3,11.4,3,1900,Premium-Member,Malabe,Colombo
14000000,2,8,3,1542,Premium-Member,Piliyandala,Colombo
14000000,2,10,3,1542,Premium-Member,Piliyandala,Colombo
21500000,3,9.5,3,2541,Premium-Member,Piliyandala,Colombo
7200000,2,20,5,2000,Premium-Member,Batapola,Galle
25500000,3,7.5,4,2591,Premium-Member,Piliyandala,Colombo
63000000,2,7,3,1500,Member,Colombo 6,Colombo
35000000,3,6,3,2300,Premium-Member,Battaramulla,Colombo
19500000,2,12.5,3,2000,Premium-Member,Negombo,Gampaha
11000000,2,10,5,2100,Premium-Member,Negombo,Gampaha
9900000,1,10,3,1390,Premium-Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
20500000,2,10,3,1610,Premium-Member,Negombo,Gampaha
2950000,1,15.8,3,4302,Member,Matara City,Matara
15000000,1,22,3,2400,Premium-Member,Veyangoda,Gampaha
25500000,4,7.5,4,2965,Premium-Member,Piliyandala,Colombo
33500000,4,10,4,3142,Premium-Member,Piliyandala,Colombo
26000000,4,7.5,4,2986,Premium-Member,Piliyandala,Colombo
24800000,4,6,4,2874,Premium-Member,Piliyandala,Colombo
8800000,1,2.25,2,1000,Premium-Member,Dehiwala,Colombo
25500000,4,6,4,2896,Premium-Member,Piliyandala,Colombo
55000000,4,8.1,6,2900,Premium-Member,Dehiwala,Colombo
55000000,2,13.5,3,4000,Premium-Member,Mount Lavinia,Colombo
11000000,2,34,4,1500,Premium-Member,Ambalangoda,Galle
85000000,5,12.5,5,4500,Premium-Member,Kandy City,Kandy
7500000,2,3.2,3,1560,Member,Rajagiriya,Colombo
14500000,4,8.14,4,1600,Premium-Member,Maharagama,Colombo
25000000,2,7.5,6,1300,Premium-Member,Dehiwala,Colombo
14500000,2,9.7,3,1800,Premium-Member,Maharagama,Colombo
85000000,5,16,5,3500,Premium-Member,Battaramulla,Colombo
26500000,3,6.5,4,2200,Premium-Member,Malabe,Colombo
40000000,5,11,5,3500,Premium-Member,Talawatugoda,Colombo
39500000,2,12,2,1500,Premium-Member,Moratuwa,Colombo
33000000,4,8,4,3000,Premium-Member,Piliyandala,Colombo
22000000,2,11.85,3,1800,Premium-Member,Panadura,Kalutara
20500000,2,10,3,1600,Premium-Member,Negombo,Gampaha
28500000,3,8.5,4,2880,Premium-Member,Athurugiriya,Colombo
25000000,3,10,4,3000,Premium-Member,Negombo,Gampaha
28000000,4,10,4,2800,Premium-Member,Malabe,Colombo
26500000,3,10,4,3500,Premium-Member,Negombo,Gampaha
19500000,2,14,5,2500,Premium-Member,Piliyandala,Colombo
27500000,3,11.5,4,2800,Premium-Member,Malabe,Colombo
13000000,2,11,4,2750,Premium-Member,Negombo,Gampaha
29000000,4,10.5,4,2600,Premium-Member,Malabe,Colombo
26500000,3,10,4,3500,Premium-Member,Negombo,Gampaha
58000000,4,10.2,5,3760,Premium-Member,Nugegoda,Colombo
19000000,3,7.5,3,1950,Premium-Member,Kottawa,Colombo
22500000,3,6.3,4,2200,Premium-Member,Malabe,Colombo
22500000,3,8,4,2460,Premium-Member,Kottawa,Colombo
26500000,3,10,4,3500,Premium-Member,Negombo,Gampaha
75000000,3,22.5,5,3000,Premium-Member,Malabe,Colombo
4500000,1,12.5,4,1204,Premium-Member,Matale City,Matale
26500000,10,7.5,4,2480,Premium-Member,Kottawa,Colombo
26500000,4,7.5,4,2480,Premium-Member,Pannipitiya,Colombo
13500000,2,10,3,1400,Premium-Member,Kottawa,Colombo
17500000,3,10,3,1500,Premium-Member,Piliyandala,Colombo
6500000,2,11,3,2300,Member,Mawanella,Kegalle
34500000,4,7.5,5,3500,Premium-Member,Malabe,Colombo
42500000,4,10.1,4,3870,Premium-Member,Talawatugoda,Colombo
23500000,3,6,4,2000,Premium-Member,Malabe,Colombo
25000000,1,25,3,900,Premium-Member,Piliyandala,Colombo
120000000,5,95,5,5000,Premium-Member,Malabe,Colombo
3600000,1,6.5,2,1200,Premium-Member,Ganemulla,Gampaha
21000000,4,8,4,3000,Premium-Member,Maharagama,Colombo
11000000,2,3,2,1200,Member,Angoda,Colombo
47500000,4,7,5,3800,Premium-Member,Kohuwala,Colombo
6900000,3,8,4,2400,Member,Wattala,Gampaha
55000000,4,8.55,4,3300,Premium-Member,Dehiwala,Colombo
140000000,4,15,4,5000,Premium-Member,Nugegoda,Colombo
1875000,1,12.5,3,775,Member,Divulapitiya,Gampaha
18000000,2,14,4,1200,Premium-Member,Ja-Ela,Gampaha
290000000,7,30,6,9000,Premium-Member,Battaramulla,Colombo
5200000,1,15.5,2,900,Member,Horana,Kalutara
152000000,5,18,6,4800,Premium-Member,Nawala,Colombo
2975000,1,17.5,3,875,Member,Divulapitiya,Gampaha
27500000,3,5.2,5,3000,Premium-Member,Kelaniya,Gampaha
42000000,4,12.5,5,6000,Member,Matara City,Matara
195000000,3,20,4,5000,Premium-Member,Colombo 5,Colombo
39500000,3,7.75,5,2122,Premium-Member,Dehiwala,Colombo
27500000,4,20,4,4000,Premium-Member,Kadawatha,Gampaha
29000000,3,11,4,4500,Member,Kandy City,Kandy
100000000,7,14.75,9,6500,Premium-Member,Mount Lavinia,Colombo
15000000,1,10,2,1300,Premium-Member,Negombo,Gampaha
159000000,3,16.3,5,3500,Premium-Member,Colombo 5,Colombo
100000000,3,20.5,4,3500,Premium-Member,Nugegoda,Colombo
7800000,2,6,4,2100,Member,Angoda,Colombo
6800000,1,6,2,1500,Premium-Member,Kottawa,Colombo
32000000,2,10,4,2100,Member,Moratuwa,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
65000000,4,54,4,3200,Premium-Member,Ragama,Gampaha
18500000,2,14,4,2000,Premium-Member,Pannipitiya,Colombo
16000000,1,20,3,1600,Member,Kurunegala City,Kurunegala
21000000,2,9,3,2000,Premium-Member,Kandy City,Kandy
7000000,2,15,3,1280,Member,Peradeniya,Kandy
14500000,2,5.3,3,800,Member,Mount Lavinia,Colombo
90000000,3,14.2,4,2352,Member,Colombo 5,Colombo
20000000,3,20.35,5,2200,Premium-Member,Ambalangoda,Galle
49500000,3,10.12,4,2850,Premium-Member,Malabe,Colombo
36000000,3,7.8,4,3600,Premium-Member,Malabe,Colombo
25000000,4,11,4,4300,Premium-Member,Malabe,Colombo
23000000,3,7,4,2200,Premium-Member,Athurugiriya,Colombo
19000000,3,18.2,4,2600,Premium-Member,Athurugiriya,Colombo
25000000,3,11,4,4800,Premium-Member,Kaduwela,Colombo
26000000,2,4,5,1100,Premium-Member,Mount Lavinia,Colombo
26500000,2,10,4,2450,Premium-Member,Kelaniya,Gampaha
39000000,2,12,2,1500,Premium-Member,Moratuwa,Colombo
26500000,3,43,3,2850,Premium-Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
28500000,4,10,5,4100,Member,Kesbewa,Colombo
30000000,3,11.5,6,2800,Premium-Member,Malabe,Colombo
75000000,4,9.15,5,3000,Premium-Member,Battaramulla,Colombo
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
29000000,5,8,6,3400,Premium-Member,Moratuwa,Colombo
49500000,4,10,4,3900,Premium-Member,Battaramulla,Colombo
65000000,3,10,5,4000,Premium-Member,Battaramulla,Colombo
28000000,2,10.5,4,2000,Premium-Member,Battaramulla,Colombo
80000000,4,40,5,8500,Premium-Member,Ja-Ela,Gampaha
49500000,4,10,4,3900,Premium-Member,Pannipitiya,Colombo
14200000,2,7.86,3,1100,Premium-Member,Malabe,Colombo
22500000,3,10,5,2500,Premium-Member,Malabe,Colombo
60000000,6,40,7,5600,Premium-Member,Peradeniya,Kandy
14500000,2,26,4,1500,Premium-Member,Kaduwela,Colombo
14500000,2,26,4,1500,Premium-Member,Hanwella,Colombo
16500000,1,15.5,3,1200,Premium-Member,Kottawa,Colombo
8500000,1,12,2,1800,Member,Negombo,Gampaha
3500000,1,30,3,650,Premium-Member,Elpitiya,Galle
30000000,2,10,5,850,Member,Mount Lavinia,Colombo
16500000,3,13,5,2259,Premium-Member,Piliyandala,Colombo
47500000,2,6.5,3,1850,Premium-Member,Nawala,Colombo
25000000,2,10.5,3,800,Member,Ratmalana,Colombo
26000000,4,10.5,4,2400,Premium-Member,Malabe,Colombo
10500000,1,5.5,3,700,Member,Mount Lavinia,Colombo
26000000,2,6,3,1500,Premium-Member,Dehiwala,Colombo
26500000,3,6.5,4,2200,Premium-Member,Malabe,Colombo
8000000,1,16,3,1300,Premium-Member,Negombo,Gampaha
7500000,1,8,3,2100,Member,Panadura,Kalutara
165000000,5,8.5,5,4600,Member,Colombo 5,Colombo
6000000,1,10,2,1000,Premium-Member,Ambalantota,Hambantota
49500000,4,10,4,3900,Premium-Member,Talawatugoda,Colombo
37000000,2,17.5,3,2000,Premium-Member,Nugegoda,Colombo
7000000,2,20,5,1500,Member,Bandarawela,Badulla
17500000,2,8.08,3,1085,Member,Kandy City,Kandy
18500000,2,9,3,1800,Premium-Member,Kaduwela,Colombo
31500000,4,13.2,4,2100,Premium-Member,Negombo,Gampaha
3600000,1,6.5,2,1200,Premium-Member,Ganemulla,Gampaha
33000000,2,10,4,3850,Premium-Member,Piliyandala,Colombo
15000000,1,10.5,2,1300,Premium-Member,Negombo,Gampaha
9900000,1,10,3,1390,Premium-Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
55000000,4,7.96,5,3500,Premium-Member,Mount Lavinia,Colombo
40000000,3,14,5,3000,Premium-Member,Kohuwala,Colombo
25500000,3,6.2,4,2600,Premium-Member,Piliyandala,Colombo
36000000,4,10,4,3000,Premium-Member,Malabe,Colombo
13500000,1,14,3,1400,Premium-Member,Piliyandala,Colombo
13500000,1,14,3,1400,Premium-Member,Piliyandala,Colombo
26000000,3,7,4,2400,Premium-Member,Piliyandala,Colombo
40000000,3,8.5,5,2500,Premium-Member,Dehiwala,Colombo
21000000,2,8,4,3000,Premium-Member,Wattala,Gampaha
20000000,2,7,4,1700,Premium-Member,Angoda,Colombo
27000000,4,10,7,3800,Premium-Member,Malabe,Colombo
23000000,3,8,3,1800,Premium-Member,Piliyandala,Colombo
22500000,3,6.3,4,2200,Premium-Member,Malabe,Colombo
24000000,2,6.5,4,2200,Premium-Member,Nugegoda,Colombo
49500000,4,10,4,4200,Premium-Member,Talawatugoda,Colombo
25000000,3,10,5,2300,Member,Piliyandala,Colombo
36000000,4,10,4,3200,Premium-Member,Malabe,Colombo
16500000,2,7.5,3,1250,Premium-Member,Malabe,Colombo
26500000,3,6.5,4,2500,Premium-Member,Malabe,Colombo
115000000,4,22,5,4500,Premium-Member,Battaramulla,Colombo
20000000,1,7.8,4,1200,Premium-Member,Wattala,Gampaha
14500000,1,7,2,1400,Premium-Member,Maharagama,Colombo
55000000,3,21,4,4000,Premium-Member,Battaramulla,Colombo
10800000,1,15.5,3,4220,Premium-Member,Matara City,Matara
64000000,7,17.5,5,2800,Premium-Member,Talawatugoda,Colombo
28000000,4,10,4,2800,Premium-Member,Malabe,Colombo
29000000,4,10,4,2600,Premium-Member,Malabe,Colombo
13500000,1,19.4,3,5173,Premium-Member,Kadawatha,Gampaha
6000000,1,7,3,1907,Premium-Member,Kadawatha,Gampaha
17500000,3,10,5,2500,Premium-Member,Kottawa,Colombo
66000000,3,29,5,4000,Premium-Member,Malabe,Colombo
33500000,5,16,6,3600,Premium-Member,Kottawa,Colombo
109150000,4,59,5,3500,Premium-Member,Talawatugoda,Colombo
66000000,3,29,5,4000,Premium-Member,Battaramulla,Colombo
27000000,4,8,4,2680,Premium-Member,Kottawa,Colombo
26500000,3,3200,4,8712,Premium-Member,Kadawatha,Gampaha
28000000,4,10,4,2800,Premium-Member,Athurugiriya,Colombo
52500000,3,12.2,5,2750,Premium-Member,Battaramulla,Colombo
20500000,3,6.5,3,2000,Premium-Member,Athurugiriya,Colombo
16500000,2,7.5,3,1500,Premium-Member,Athurugiriya,Colombo
55000000,4,12.2,4,3800,Premium-Member,Battaramulla,Colombo
36000000,5,6,5,4000,Premium-Member,Maharagama,Colombo
26500000,3,10,4,3500,Premium-Member,Negombo,Gampaha
25000000,1,20,3,2500,Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
9500000,2,5,3,1200,Member,Boralesgamuwa,Colombo
33000000,3,6,3,1500,Premium-Member,Nugegoda,Colombo
14500000,3,6,3,1200,Premium-Member,Athurugiriya,Colombo
22000000,4,6,5,2067,Premium-Member,Athurugiriya,Colombo
13000000,2,11,4,2750,Premium-Member,Negombo,Gampaha
64000000,7,17.5,5,2500,Premium-Member,Talawatugoda,Colombo
65000000,4,7.47,5,4630,Member,Kolonnawa,Colombo
110000000,3,50,4,3000,Premium-Member,Talawatugoda,Colombo
37800000,1,13.5,3,1750,Member,Negombo,Gampaha
44000000,4,7.7,4,3300,Premium-Member,Talawatugoda,Colombo
60000000,4,15,4,4000,Premium-Member,Talawatugoda,Colombo
49500000,4,10,4,3900,Premium-Member,Talawatugoda,Colombo
53000000,4,16,4,3000,Premium-Member,Talawatugoda,Colombo
120000000,8,26,6,5500,Premium-Member,Ja-Ela,Gampaha
120000000,8,26,6,5500,Premium-Member,Wattala,Gampaha
64000000,7,17.5,5,2800,Premium-Member,Talawatugoda,Colombo
40000000,5,11,5,3500,Premium-Member,Talawatugoda,Colombo
19000000,2,26.5,3,2500,Premium-Member,Negombo,Gampaha
23500000,4,7,4,2200,Premium-Member,Malabe,Colombo
26500000,2,7,3,1271,Premium-Member,Malabe,Colombo
16500000,2,6.5,3,1700,Premium-Member,Angoda,Colombo
17500000,2,7,3,1120,Member,Athurugiriya,Colombo
155000000,6,27,7,7100,Premium-Member,Nugegoda,Colombo
27500000,4,11.5,4,2005,Premium-Member,Malabe,Colombo
26500000,3,6.5,4,2200,Premium-Member,Malabe,Colombo
28500000,4,7.7,5,2500,Premium-Member,Piliyandala,Colombo
25000000,3,10,4,3000,Premium-Member,Negombo,Gampaha
115000000,4,22,5,4500,Premium-Member,Talawatugoda,Colombo
18200000,2,7.5,3,1300,Member,Malabe,Colombo
19000000,2,11.4,3,1900,Premium-Member,Malabe,Colombo
18500000,3,7.5,3,1500,Premium-Member,Malabe,Colombo
36000000,4,8.5,4,3100,Premium-Member,Piliyandala,Colombo
9000000,1,8,3,1300,Premium-Member,Angoda,Colombo
17000000,2,11,3,1600,Premium-Member,Negombo,Gampaha
9900000,1,10,3,1400,Premium-Member,Negombo,Gampaha
20500000,3,10,3,2000,Premium-Member,Negombo,Gampaha
30000000,3,20,4,3500,Premium-Member,Negombo,Gampaha
33500000,3,36.5,4,2300,Premium-Member,Talawatugoda,Colombo
27500000,1,10,2,1300,Premium-Member,Battaramulla,Colombo
31500000,4,13.2,4,2100,Premium-Member,Negombo,Gampaha
26000000,3,7,4,2200,Premium-Member,Piliyandala,Colombo
6500000,1,12,4,1500,Member,Gampola,Kandy
25500000,4,6.2,4,2500,Premium-Member,Piliyandala,Colombo
24800000,4,6.2,4,2500,Premium-Member,Piliyandala,Colombo
27000000,4,6.5,5,3000,Premium-Member,Piliyandala,Colombo
25500000,4,7,4,3000,Premium-Member,Piliyandala,Colombo
26000000,3,10.5,3,3000,Premium-Member,Piliyandala,Colombo
12800000,2,6.5,3,1250,Premium-Member,Piliyandala,Colombo
25500000,4,6.2,4,2500,Premium-Member,Piliyandala,Colombo
18500000,3,8,3,1542,Premium-Member,Piliyandala,Colombo
16000000,3,9.5,3,1500,Premium-Member,Piliyandala,Colombo
11000000,3,13,3,1800,Premium-Member,Negombo,Gampaha
26500000,3,10,3,2560,Premium-Member,Piliyandala,Colombo
24800000,3,6,4,6,Premium-Member,Piliyandala,Colombo
17500000,3,8,3,1500,Premium-Member,Piliyandala,Colombo
65000000,8,20,8,5000,Premium-Member,Mount Lavinia,Colombo
14000000,2,8,3,1500,Premium-Member,Piliyandala,Colombo
261000000,4,18,5,4000,Premium-Member,Colombo 7,Colombo
140000000,6,24.5,4,5300,Premium-Member,Dehiwala,Colombo
14000000,2,10,3,1550,Premium-Member,Piliyandala,Colombo
17500000,3,12,3,1550,Premium-Member,Piliyandala,Colombo
24000000,4,8,4,2865,Premium-Member,Piliyandala,Colombo
27000000,4,10,5,2996,Premium-Member,Piliyandala,Colombo
16000000,3,10,3,2875,Premium-Member,Piliyandala,Colombo
25500000,4,6,4,2875,Premium-Member,Piliyandala,Colombo
14000000,3,8,3,1652,Premium-Member,Piliyandala,Colombo
14000000,3,8,3,2865,Premium-Member,Piliyandala,Colombo
26000000,4,7,4,2965,Premium-Member,Piliyandala,Colombo
25500000,4,6,4,2986,Premium-Member,Piliyandala,Colombo
24800000,4,6,4,2986,Premium-Member,Piliyandala,Colombo
26000000,4,7.5,4,2986,Premium-Member,Piliyandala,Colombo
28000000,4,10,4,2986,Premium-Member,Piliyandala,Colombo
14000000,2,10,3,1542,Premium-Member,Piliyandala,Colombo
25500000,5,7,4,2875,Premium-Member,Piliyandala,Colombo
10999999,2,5,3,1099,Member,Wattala,Gampaha
44500000,5,10,4,4100,Member,Kandy City,Kandy
80000000,2,20,5,3800,Member,Ratmalana,Colombo
16000000,2,10,3,2000,Premium-Member,Panadura,Kalutara
20000000,2,10,4,1700,Member,Ratmalana,Colombo
16500000,3,10.1,3,2300,Premium-Member,Talawatugoda,Colombo
35500000,1,58,4,1800,Premium-Member,Piliyandala,Colombo
190000000,8,20.5,8,10000,Premium-Member,Talawatugoda,Colombo
135000000,4,14.5,4,4500,Premium-Member,Nugegoda,Colombo
7200000,1,6.5,3,800,Premium-Member,Piliyandala,Colombo
27500000,2,10,4,3200,Premium-Member,Ja-Ela,Gampaha
115000000,4,22,5,4500,Premium-Member,Battaramulla,Colombo
20000000,2,12,4,2500,Premium-Member,Piliyandala,Colombo
58000000,4,8.5,5,2900,Premium-Member,Nawala,Colombo
23500000,3,7,3,2000,Premium-Member,Kottawa,Colombo
15000000,2,7,3,1450,Premium-Member,Kesbewa,Colombo
15000000,2,7,3,1450,Premium-Member,Kottawa,Colombo
33000000,3,8,4,2900,Premium-Member,Kottawa,Colombo
4800000,1,23,2,800,Premium-Member,Gampaha City,Gampaha
50000000,7,8.8,8,4000,Premium-Member,Boralesgamuwa,Colombo
22500000,2,4,2,800,Premium-Member,Mount Lavinia,Colombo
15000000,1,2.66,2,400,Premium-Member,Colombo 5,Colombo
14500000,2,10,3,1650,Premium-Member,Piliyandala,Colombo
14000000,2,2,3,450,Premium-Member,Dehiwala,Colombo
29800000,4,6.3,6,3200,Premium-Member,Homagama,Colombo
6500000,1,20,2,1000,Premium-Member,Wariyapola,Kurunegala
17000000,2,11,3,1550,Premium-Member,Negombo,Gampaha
21000000,3,7,3,2431,Premium-Member,Piliyandala,Colombo
47500000,4,11.7,5,2350,Member,Kotte,Colombo
6750000,1,15,3,1200,Premium-Member,Nittambuwa,Gampaha
12000000,3,12.5,3,2000,Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
4200000,1,2.1,2,975,Member,Kelaniya,Gampaha
8800000,2,19,3,1064,Member,Ella,Badulla
70000000,2,7,3,1100,Premium-Member,Dehiwala,Colombo
9000000,1,8,3,1400,Member,Katunayake,Gampaha
44000000,4,20,5,2750,Premium-Member,Maharagama,Colombo
15000000,2,5,2,1350,Premium-Member,Dehiwala,Colombo
14500000,2,13,3,1500,Premium-Member,Kelaniya,Gampaha
63500000,5,6.5,7,5000,Member,Colombo 6,Colombo
45000000,4,30,5,6500,Member,Negombo,Gampaha
47600000,1,13.5,3,1700,Member,Negombo,Gampaha
7500000,1,5,3,1500,Member,Negombo,Gampaha
9900000,1,10,3,1425,Premium-Member,Negombo,Gampaha
19500000,2,12.5,3,2000,Premium-Member,Negombo,Gampaha
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
60000000,2,20,3,2700,Premium-Member,Pannipitiya,Colombo
5500000,1,8,2,850,Premium-Member,Galle City,Galle
58590000,2,18.6,3,1500,Premium-Member,Ratmalana,Colombo
16000000,2,8,3,2228,Premium-Member,Panadura,Kalutara
27000000,3,24,5,3100,Premium-Member,Athurugiriya,Colombo
49500000,4,15,5,3500,Premium-Member,Dehiwala,Colombo
30000000,2,14.5,4,3750,Premium-Member,Kandana,Gampaha
3000000,1,7,3,1906,Premium-Member,Wadduwa,Kalutara
27000000,3,24,5,3100,Premium-Member,Malabe,Colombo
9800000,2,20,3,1500,Premium-Member,Gampaha City,Gampaha
30000000,2,40,5,1600,Member,Kalutara City,Kalutara
26500000,3,10.5,4,3150,Premium-Member,Negombo,Gampaha
17000000,2,11,3,1550,Premium-Member,Negombo,Gampaha
25500000,3,7.5,4,2593,Premium-Member,Piliyandala,Colombo
10000000,2,28,6,1800,Member,Kurunegala City,Kurunegala
42500000,2,15,3,2700,Premium-Member,Pannipitiya,Colombo
24000000,3,13,6,4000,Premium-Member,Pannipitiya,Colombo
25500000,4,7.5,5,2691,Premium-Member,Piliyandala,Colombo
27000000,3,16,5,3500,Premium-Member,Athurugiriya,Colombo
25000000,2,7.43,2,2023,Premium-Member,Dehiwala,Colombo
25500000,3,7.5,4,2632,Premium-Member,Piliyandala,Colombo
24800000,4,6.5,4,2435,Premium-Member,Piliyandala,Colombo
28500000,4,8.5,4,2552,Premium-Member,Piliyandala,Colombo
16500000,1,15.5,3,800,Member,Kiribathgoda,Gampaha
53000000,4,10,5,4000,Premium-Member,Malabe,Colombo
25500000,4,6.5,4,2469,Premium-Member,Piliyandala,Colombo
18500000,3,8.5,3,1593,Premium-Member,Piliyandala,Colombo
18500000,3,8.5,3,1599,Premium-Member,Piliyandala,Colombo
68000000,5,11,7,5000,Premium-Member,Kohuwala,Colombo
9000000,2,21,3,1301,Member,Kuruwita,Ratnapura
15000000,1,18,3,2000,Member,Ja-Ela,Gampaha
11000000,2,10,5,2000,Premium-Member,Negombo,Gampaha
